source,target,weight,value
d16b8052-e213-4a61-bc57-eea94886141d,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.09316770186335403,15.0
d48feb43-a7fa-481a-87d8-de3653480ef3,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.3333333333333333,8.0
a3aea435-d1fb-45ca-b38d-411335d4717f,83d91898-7763-47d7-b03b-b92132375c47,0.18518518518518517,10.0
037536c3-328f-4a06-b545-a5dac0e5d715,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.5,8.0
40b0b646-d180-4d06-b254-a0efeadb99d1,83d91898-7763-47d7-b03b-b92132375c47,0.5789473684210527,33.0
e2f46f7b-05e3-4b88-b2ad-a2da3df9dd77,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.0966183574879227,20.0
8901097c-451b-42f0-a281-b5cc6561d22a,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.07751937984496124,20.0
615d51ca-3d06-43dc-b956-4d76099f4b5e,1695c115-bf3f-4014-9966-2b0c50179193,0.10650887573964497,36.0
8035e1c9-8d47-4243-8d4b-d96f670114f5,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.12598425196850394,16.0
4b3b9c7e-c32e-4e62-bbdb-d2e8aaffe66e,83d91898-7763-47d7-b03b-b92132375c47,0.05738880918220947,160.0
82aab67e-2b87-4c12-8807-2ed5cf442a72,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.19827586206896552,23.0
6a7540da-e23f-4b35-92d2-f369742e98b6,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.07446808510638298,7.0
6a7540da-e23f-4b35-92d2-f369742e98b6,83d91898-7763-47d7-b03b-b92132375c47,0.2127659574468085,20.0
52c3f7c3-51e8-4920-abb3-4b5be58ebbbc,83d91898-7763-47d7-b03b-b92132375c47,0.0948905109489051,26.0
31555352-a855-4169-9df7-b85c771a1de8,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.12318840579710146,17.0
7f7797c0-169a-4961-8c2f-d1b7892f868c,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.0748502994011976,25.0
5e4be767-e691-415a-8f99-17d2fcbc4ce3,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.07428571428571429,26.0
a4a5312a-63c5-4792-bace-5d9921ea3cd9,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.05555555555555555,2.0
4617051e-034c-4027-aadb-9e661a2f7931,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.17159763313609466,58.0
eb9b4150-b5f7-4791-8aca-af93b0b02e50,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.07857142857142857,11.0
0bb097e6-5745-4050-9549-aa7c39adfca6,83d91898-7763-47d7-b03b-b92132375c47,0.2009685230024213,83.0
020fa778-0860-46df-8325-1ad9a6870ab5,1695c115-bf3f-4014-9966-2b0c50179193,0.11242603550295859,19.0
4586db61-284f-42dd-9b19-69111ea08149,cc197bad-dc9c-440d-a5b5-d52ba2e14234,0.3541666666666667,17.0
6fe9f838-112e-44f1-af83-97464f08285b,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.1223021582733813,17.0
31100a8c-3cbe-465d-afe9-af36f318164b,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.08850726552179657,67.0
519451b5-0ff1-45d5-8455-c85f752c9643,83d91898-7763-47d7-b03b-b92132375c47,0.07547169811320754,4.0
282ae72a-6452-485c-a6d2-ccefd27fac71,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.11776061776061776,61.0
224b1bef-070f-4ad6-9367-0d5ce213766e,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.09973045822102426,37.0
279cb80a-2c85-4c1d-af39-401290777285,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,1.0,2.0
4e0b97cc-4dc3-4503-9346-702a3bbae847,cc197bad-dc9c-440d-a5b5-d52ba2e14234,0.18518518518518517,60.0
f5919771-c7bf-42a6-af83-422fc69d1618,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.0992063492063492,25.0
b9959dd7-18fc-4c8a-814b-454aa2c96b8d,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.05849056603773585,31.0
ede5b4e1-38ba-4a4a-bcc8-b816afddb109,cc197bad-dc9c-440d-a5b5-d52ba2e14234,0.06703296703296703,61.0
ef2fdc23-2d3e-4b5e-bb12-3020919a05f6,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.11464968152866242,18.0
f2659cf1-3b95-460a-9c10-807c6d4090e7,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1.0,48.0
e9a5f681-5004-4eb4-8252-6602e62e8675,1695c115-bf3f-4014-9966-2b0c50179193,0.2459016393442623,60.0
84356053-5c7e-4430-be39-d49c0eb354e8,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.13513513513513514,10.0
aa94da0d-3624-4c73-a31e-78cc7045bf4e,1695c115-bf3f-4014-9966-2b0c50179193,0.125,3.0
24afdca4-e94f-448b-b233-5f6687cf49a2,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.12,3.0
c07f272f-d52f-402d-b673-82ff67996c38,1695c115-bf3f-4014-9966-2b0c50179193,0.9743589743589743,38.0
5624944a-c1c4-46f5-ab98-c1db791e670a,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.09309309309309309,31.0
bc586566-0755-40a7-949c-f14af119ab8c,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.12941176470588237,11.0
d7725a1d-5379-4c77-8923-bcb8d999645b,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.056140350877192984,16.0
f4d38130-c44f-49b5-8096-4d0efcc9b858,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.12149532710280374,13.0
f4d38130-c44f-49b5-8096-4d0efcc9b858,1695c115-bf3f-4014-9966-2b0c50179193,0.07476635514018691,8.0
0af0608c-ed48-42b5-b9da-42ebdb45f3ba,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.1437125748502994,24.0
0af0608c-ed48-42b5-b9da-42ebdb45f3ba,83d91898-7763-47d7-b03b-b92132375c47,0.0718562874251497,12.0
26ffa227-2586-4fbd-a008-3e41fcc05b4e,cc197bad-dc9c-440d-a5b5-d52ba2e14234,0.06383890317052271,149.0
fbc407ac-a2cb-430f-be15-908e1a6ff5c9,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.20512820512820512,72.0
44218085-0485-4f73-9c58-cc43aba875d7,1695c115-bf3f-4014-9966-2b0c50179193,0.14018691588785046,30.0
6b6bc5ae-82dc-4103-b547-c38e02553412,cc197bad-dc9c-440d-a5b5-d52ba2e14234,0.125,6.0
894b0559-6100-4cb2-97f9-b528344cf903,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.11357142857142857,159.0
664b4eee-a6b9-442c-9b61-732349253302,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.06607142857142857,37.0
0e61125c-4cc7-4051-a092-d62eb8a21a6e,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.09696969696969697,16.0
0e61125c-4cc7-4051-a092-d62eb8a21a6e,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.3333333333333333,55.0
127f591a-7e27-4435-92db-0780f219f3a1,cc197bad-dc9c-440d-a5b5-d52ba2e14234,0.06060606060606061,4.0
3e44c974-f0f8-49f7-8f2c-ef609451bf45,1695c115-bf3f-4014-9966-2b0c50179193,0.23809523809523808,5.0
2cfd83b1-2f15-4eb3-b17b-bfd72f49ae03,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.15447154471544716,114.0
330966e4-cac3-4e19-927e-0fcb14225547,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.11637931034482758,27.0
cb9a28d3-bb4b-4027-9bf4-4cbcf9cc5ad6,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.09836065573770492,6.0
cd2b21e3-96d7-4caa-8a4a-37bd02b3cafa,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.27906976744186046,24.0
2dacfcdc-d386-41b1-9929-e4cc3644f79c,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.42105263157894735,48.0
fa5c3661-ac62-417c-a60e-0e8408737776,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.1875,12.0
f0d0affd-62cb-4158-a750-afe61ab4794c,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.08754208754208755,52.0
f0d0affd-62cb-4158-a750-afe61ab4794c,cc197bad-dc9c-440d-a5b5-d52ba2e14234,0.050505050505050504,30.0
2f48fde1-3576-467c-b657-53e75c9e3226,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.06199460916442048,115.0
4a267f47-4fd8-4588-b415-285e0f2f0148,83d91898-7763-47d7-b03b-b92132375c47,0.06762589928057554,47.0
8ef5d276-264b-4a1b-9051-ab6136e972ab,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.18831168831168832,29.0
dc386716-3217-44a4-9824-88a5f8771f18,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.4,8.0
2da08265-5797-4d4e-836b-84e71413f3bf,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.1037037037037037,14.0
0c1dd4ee-4e98-45ef-a010-cbada27ebaa8,1695c115-bf3f-4014-9966-2b0c50179193,0.08759124087591241,24.0
ee62aa31-408d-4b9b-a1f0-1a16ef4efe15,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.0861244019138756,36.0
8d815e37-7a93-4840-b49e-14971c4fa1d0,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.22580645161290322,7.0
c2adc2a1-48f6-4da9-a92d-d7730a6f99f6,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.2,3.0
9ec9b08b-68cd-4439-be6e-16cb7cbb763e,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.0594059405940594,12.0
ffb45501-b01c-443a-8cc4-6d80c9c13545,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.05405405405405406,20.0
1731be8e-1062-48c8-954b-9dda3a0c35f4,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.18466898954703834,53.0
4cdf40e2-a225-4834-bdcd-52cb9b49148f,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.09259259259259259,25.0
b18d9540-7c1a-4ed5-b6f9-d9a90eeb6469,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.0707070707070707,7.0
7d3e9aaa-5009-4ae2-ba80-51efa9c5a1f3,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.055674518201284794,26.0
5af8d705-e132-4820-834b-82d962568773,1695c115-bf3f-4014-9966-2b0c50179193,0.12365591397849462,23.0
5af8d705-e132-4820-834b-82d962568773,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.11827956989247312,22.0
d14f23b4-6c53-443c-910d-21a1b0325b6c,83d91898-7763-47d7-b03b-b92132375c47,0.3665158371040724,81.0
68f1ad64-46e1-4fb8-a973-ef069262c597,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.2218370883882149,128.0
45f9ec6e-22c0-4243-87ba-47ff45c2cc3c,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.2919254658385093,47.0
a06e2339-59e7-4878-ae1c-33e3a7e7c738,8bfac288-ccc5-448d-9573-c33ea2aa5c30,0.09090909090909091,2.0
209684bf-c158-41ab-8dc0-ee5842c89797,f59c5520-5f46-4d2c-b2c4-822eabf53419,0.11428571428571428,4.0
8ef02c7f-13dd-4d64-a130-c89aa3cbd422,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.061016949152542375,18.0
593b16bb-f2f8-48a1-a519-0ccc7fbc4bd0,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,0.11940298507462686,32.0
af428823-a2d7-4e31-9691-27614c59ad8e,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.25,8.0
4df1a106-e597-4264-8b78-88d525e36152,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.06060606060606061,8.0
